aes-ecb-128;Round Number; Encryption Duration; Decryption Duration
;36821;1;2
;36822;1;2
;36823;1;2
;36824;1;1
;36825;1;2
;36826;1;1
;36827;1;2
;36828;2;1
;36829;2;2
;36830;1;2
;36831;1;2
;36832;1;1
;36833;1;1
;36834;1;2
;36835;1;1
;36836;2;1
;36837;1;1
;36838;1;1
;36839;1;1
;36840;1;1
;36841;1;1
;36842;2;2
;36843;1;1
;36844;2;1
;36845;1;2
;36846;1;1
;36847;2;2
;36848;1;1
;36849;1;2
;36850;2;1
;36851;2;1
;36852;2;1
;36853;2;1
;36854;1;2
;36855;2;1
;36856;1;1
;36857;1;1
;36858;2;2
;36859;1;2
;36860;1;3
;36861;1;2
;36862;2;3
;36863;2;1
;36864;1;1
;36865;2;2
;36866;1;1
;36867;1;1
;36868;2;1
;36869;1;1
;36870;1;2
;36871;2;2
;36872;1;2
;36873;1;1
;36874;1;1
;36875;1;1
;36876;1;1
;36877;1;2
;36878;1;2
;36879;1;1
;36880;1;1
;36881;1;2
;36882;1;1
;36883;1;1
;36884;1;1
;36885;1;1
;36886;1;1
;36887;1;1
;36888;1;1
;36889;2;1
;36890;1;1
;36891;1;2
;36892;1;2
;36893;1;1
;36894;2;2
;36895;1;1
;36896;1;2
;36897;1;1
;36898;1;1
;36899;1;1
;36900;1;2
;36901;2;2
;36902;1;1
;36903;1;1
;36904;1;1
;36905;1;2
;36906;2;1
;36907;2;2
;36908;2;1
;36909;1;1
;36910;2;1
;36911;2;2
;36912;2;2
;36913;2;2
;36914;1;2
;36915;2;2
;36916;1;2
;36917;1;1
;36918;1;1
;36919;1;1
;36920;2;2
;36921;1;2
;36922;1;2
;36923;2;2
;36924;1;1
;36925;1;2
;36926;1;1
;36927;1;3
;36928;1;2
;36929;2;2
;36930;2;2
;36931;1;1
;36932;1;2
;36933;1;2
;36934;1;2
;36935;1;1
;36936;2;2
;36937;1;2
;36938;1;2
;36939;1;1
;36940;1;1
;36941;2;1
;36942;2;1
;36943;2;1
;36944;2;1
;36945;2;1
;36946;2;2
;36947;1;2
;36948;1;2
;36949;1;2
;36950;1;2
;36951;2;1
;36952;2;2
;36953;2;2
;36954;1;1
;36955;1;1
;36956;1;1
;36957;2;2
;36958;2;2
;36959;2;2
;36960;2;2
;36961;1;1
;36962;1;2
;36963;2;1
;36964;1;1
;36965;1;2
;36966;1;1
;36967;1;2
;36968;1;1
;36969;2;2
;36970;1;1
;36971;2;1
;36972;1;1
;36973;1;1
;36974;1;1
;36975;1;1
;36976;2;2
;36977;1;1
;36978;2;2
;36979;1;2
;36980;1;2
;36981;1;2
;36982;2;1
;36983;1;1
;36984;2;1
;36985;1;2
;36986;1;1
;36987;1;2
;36988;1;1
;36989;1;2
;36990;1;2
;36991;2;1
;36992;1;1
;36993;2;1
;36994;1;1
;36995;1;2
;36996;1;2
;36997;3;2
;36998;1;2
;36999;2;2
;37000;1;3
;37001;1;2
;37002;2;2
;37003;1;2
;37004;1;2
;37005;1;1
;37006;1;1
;37007;1;1
;37008;1;2
;37009;2;2
;37010;1;1
;37011;1;1
;37012;1;2
;37013;1;2
;37014;1;2
;37015;2;1
;37016;1;1
;37017;2;1
;37018;1;1
;37019;1;2
;37020;2;2
;37021;1;1
;37022;1;2
;37023;1;1
;37024;1;2
;37025;1;1
;37026;2;1
;37027;1;1
;37028;1;1
;37029;2;1
;37030;1;2
;37031;2;1
;37032;1;1
;37033;2;1
;37034;1;2
;37035;1;2
;37036;1;1
;37037;1;2
;37038;1;1
;37039;2;1
;37040;1;2
;37041;1;2
;37042;1;2
;37043;1;1
;37044;1;2
;37045;2;2
;37046;1;3
;37047;2;1
;37048;2;2
;37049;1;2
;37050;1;2
;37051;1;2
;37052;2;1
;37053;2;1
;37054;1;2
;37055;1;1
;37056;2;1
;37057;1;2
;37058;2;2
;37059;2;1
;37060;2;2
;37061;2;1
;37062;1;2
;37063;1;2
;37064;1;2
;37065;1;1
;37066;2;1
;37067;1;2
;37068;2;2
;37069;1;1
;37070;2;1
;37071;2;1
;37072;1;2
;37073;1;1
;37074;2;1
;37075;1;2
;37076;2;1
;37077;2;1
;37078;2;1
;37079;1;1
;37080;1;2
;37081;1;1
;37082;1;1
;37083;1;1
;37084;1;1
;37085;1;2
;37086;1;1
;37087;2;1
;37088;1;2
;37089;1;1
;37090;2;1
;37091;1;1
;37092;1;1
;37093;1;1
;37094;1;1
;37095;1;1
;37096;1;1
;37097;2;1
;37098;1;1
;37099;1;2
;37100;2;2
;37101;1;1
;37102;1;1
;37103;2;1
;37104;1;1
;37105;1;1
;37106;28;30
;37107;1;1
;37108;3;1
;37109;1;2
;37110;1;1
;37111;1;1
;37112;1;2
;37113;2;1
;37114;1;2
;37115;2;1
;37116;1;1
;37117;1;2
;37118;1;1
;37119;1;1
;37120;2;1
;37121;1;1
;37122;2;1
;37123;1;2
;37124;1;1
;37125;2;1
;37126;1;1
;37127;2;1
;37128;1;1
;37129;1;1
;37130;2;2
;37131;2;2
;37132;1;2
;37133;1;1
;37134;2;1
;37135;2;1
;37136;1;1
;37137;1;1
;37138;1;2
;37139;1;2
;37140;1;1
;37141;2;1
;37142;2;1
;37143;1;2
;37144;1;2
;37145;1;1
;37146;1;2
;37147;1;2
;37148;2;2
;37149;1;2
;37150;1;2
;37151;1;1
;37152;2;1
;37153;2;3
;37154;2;1
;37155;1;1
;37156;1;2
;37157;1;1
;37158;1;1
;37159;1;1
;37160;2;1
;37161;1;2
;37162;1;2
;37163;2;2
;37164;2;2
;37165;1;2
;37166;1;1
;37167;1;1
;37168;2;1
;37169;1;1
;37170;1;1
;37171;2;1
;37172;1;1
;37173;1;1
;37174;2;1
;37175;2;1
;37176;1;1
;37177;1;2
;37178;1;1
;37179;1;1
;37180;1;1
;37181;1;1
;37182;1;1
;37183;1;1
;37184;2;1
;37185;1;1
;37186;1;1
;37187;1;1
;37188;2;2
;37189;1;1
;37190;2;1
;37191;1;1
;37192;1;1
;37193;1;1
;37194;1;1
;37195;2;1
;37196;1;1
;37197;1;2
;37198;1;2
;37199;1;1
;37200;1;1
;37201;2;1
;37202;1;2
;37203;1;1
;37204;1;1
;37205;1;1
;37206;1;2
;37207;1;2
;37208;1;2
;37209;1;2
;37210;1;2
;37211;1;2
;37212;1;1
;37213;2;1
;37214;1;2
;37215;2;2
;37216;2;2
;37217;1;1
;37218;1;2
;37219;2;2
;37220;1;1
;37221;2;1
;37222;1;2
;37223;1;2
;37224;1;1
;37225;1;2
;37226;2;2
;37227;1;1
;37228;2;2
;37229;1;2
;37230;1;2
;37231;2;2
;37232;1;1
;37233;1;2
;37234;2;1
;37235;1;2
;37236;1;1
;37237;2;1
;37238;1;1
;37239;1;1
;37240;2;2
;37241;1;2
;37242;1;1
;37243;1;2
;37244;1;1
;37245;1;1
;37246;2;2
;37247;1;1
;37248;2;2
;37249;1;1
;37250;2;1
;37251;1;1
;37252;1;2
;37253;1;2
;37254;2;1
;37255;1;1
;37256;1;1
;37257;1;1
;37258;1;2
;37259;1;2
;37260;1;2
;37261;1;1
;37262;2;1
;37263;1;2
;37264;1;1
;37265;2;2
;37266;1;1
;37267;2;2
;37268;2;1
;37269;1;1
;37270;1;2
;37271;1;2
;37272;2;2
;37273;1;2
;37274;1;1
;37275;1;2
;37276;1;1
;37277;1;1
;37278;1;2
;37279;1;2
;37280;1;1
;37281;1;1
;37282;1;2
;37283;2;2
;37284;2;2
;37285;2;2
;37286;1;2
;37287;2;1
;37288;1;1
;37289;1;2
;37290;1;1
;37291;1;2
;37292;2;2
;37293;1;1
;37294;2;2
;37295;1;1
;37296;1;1
;37297;1;1
;37298;1;1
;37299;1;2
;37300;1;2
;37301;2;2
;37302;1;1
;37303;1;1
;37304;1;1
;37305;2;1
;37306;1;1
;37307;1;2
;37308;1;2
;37309;1;1
;37310;1;2
;37311;1;1
;37312;1;2
;37313;2;2
;37314;2;2
;37315;1;1
;37316;1;1
;37317;2;1
;37318;1;1
;37319;1;1
;37320;1;2
;37321;1;2
;37322;1;2
;37323;2;1
;37324;2;1
;37325;1;1
;37326;1;1
;37327;1;3
;37328;1;1
;37329;2;2
;37330;1;1
;37331;1;1
;37332;1;1
;37333;2;1
;37334;2;1
;37335;1;1
;37336;1;1
;37337;1;2
;37338;1;2
;37339;2;1
;37340;1;2
;37341;2;2
;37342;1;2
;37343;1;2
;37344;1;1
;37345;2;1
;37346;2;1
;37347;1;2
;37348;2;1
;37349;2;1
;37350;2;1
;37351;2;1
;37352;2;1
;37353;1;1
;37354;2;2
;37355;1;1
;37356;1;2
;37357;1;1
;37358;1;1
;37359;2;2
;37360;1;2
;37361;2;1
;37362;1;1
;37363;1;1
;37364;1;1
;37365;1;2
;37366;1;1
;37367;2;1
;37368;2;1
;37369;1;1
;37370;1;2
;37371;1;2
;37372;1;2
;37373;2;2
;37374;1;1
;37375;1;1
;37376;2;2
;37377;2;2
;37378;1;2
;37379;1;1
;37380;2;2
;37381;1;1
;37382;1;1
;37383;1;2
;37384;2;2
;37385;2;2
;37386;2;2
;37387;2;2
;37388;2;2
;37389;2;2
;37390;2;2
;37391;2;2
;37392;2;2
;37393;2;2
;37394;2;3
;37395;2;2
;37396;2;2
;37397;42;2
;37398;1;2
;37399;2;2
;37400;1;1
;37401;1;2
;37402;1;2
;37403;1;2
;37404;1;1
;37405;1;2
;37406;2;19
;37407;1;1
;37408;1;2
;37409;2;2
;37410;1;1
;37411;1;2
;37412;1;2
;37413;2;2
;37414;1;3
;37415;2;2
;37416;2;2
;37417;3;3
;37418;3;3
;37419;1;2
;37420;1;2
;37421;2;2
;37422;1;2
;37423;2;1
;37424;2;3
;37425;2;4
;37426;5;3
;37427;2;2
;37428;1;2
;37429;1;1
;37430;1;2
;37431;2;1
;37432;1;2
;37433;1;2
;37434;2;2
;37435;1;1
;37436;2;1
;37437;1;2
;37438;1;2
;37439;2;2
;37440;1;2
;37441;1;2
;37442;1;2
;37443;2;2
;37444;1;1
;37445;2;2
;37446;1;2
;37447;2;1
;37448;2;2
;37449;2;1
;37450;3;2
;37451;1;1
;37452;1;1
;37453;1;1
;37454;1;2
;37455;2;1
;37456;1;1
;37457;2;2
;37458;1;1
;37459;1;1
;37460;1;2
;37461;1;1
;37462;1;1
;37463;1;1
;37464;1;1
;37465;1;1
;37466;1;2
;37467;1;1
;37468;1;1
;37469;1;2
;37470;2;1
;37471;1;2
;37472;1;1
;37473;2;1
;37474;1;1
;37475;1;1
;37476;1;1
;37477;1;2
;37478;1;2
;37479;1;1
;37480;1;1
;37481;1;2
;37482;1;2
;37483;2;1
;37484;2;1
;37485;1;2
;37486;1;2
;37487;1;1
;37488;1;1
;37489;2;2
;37490;1;1
;37491;1;1
;37492;2;1
;37493;1;2
;37494;1;1
;37495;2;1
;37496;1;2
;37497;1;1
;37498;2;2
;37499;1;1
;37500;1;1
;37501;1;1
;37502;2;1
;37503;1;2
;37504;2;1
;37505;2;1
;37506;1;2
;37507;1;1
;37508;2;2
;37509;1;1
;37510;1;1
;37511;1;2
;37512;2;1
;37513;1;1
;37514;1;1
;37515;2;1
;37516;1;2
;37517;1;1
;37518;1;1
;37519;1;2
;37520;1;2
;37521;1;1
;37522;2;2
;37523;2;1
;37524;2;1
;37525;1;4
;37526;2;3
;37527;1;1
;37528;1;2
;37529;1;1
;37530;1;1
;37531;2;2
;37532;1;1
;37533;2;2
;37534;1;2
;37535;1;2
;37536;2;2
;37537;2;2
;37538;1;1
;37539;2;1
;37540;1;2
;37541;1;3
;37542;2;2
;37543;1;2
;37544;1;2
;37545;1;2
;37546;1;2
;37547;1;2
;37548;1;2
;37549;1;1
;37550;1;2
;37551;1;1
;37552;1;2
;37553;1;1
;37554;2;2
;37555;1;2
;37556;2;2
;37557;2;2
;37558;2;1
;37559;1;1
;37560;1;1
;37561;2;2
;37562;1;2
;37563;1;1
;37564;2;1
;37565;1;1
;37566;2;1
;37567;2;2
;37568;1;2
;37569;2;2
;37570;1;2
;37571;1;1
;37572;1;1
;37573;1;2
;37574;1;2
;37575;1;2
;37576;2;1
;37577;2;2
;37578;1;1
;37579;2;1
;37580;1;1
;37581;1;1
;37582;2;1
;37583;2;1
;37584;1;1
;37585;1;1
;37586;2;2
;37587;2;2
;37588;1;1
;37589;1;1
;37590;1;2
;37591;1;1
;37592;2;1
;37593;1;1
;37594;1;1
;37595;1;1
;37596;1;1
;37597;1;2
;37598;1;1
;37599;1;1
;37600;2;1
;37601;1;1
;37602;2;1
;37603;1;2
;37604;1;1
;37605;2;1
;37606;1;2
;37607;2;2
;37608;1;1
;37609;1;2
;37610;1;1
;37611;1;2
;37612;1;2
;37613;1;1
;37614;1;1
;37615;1;1
;37616;1;2
;37617;1;1
;37618;2;2
;37619;2;2
;37620;1;1
;37621;2;4
;37622;1;2
;37623;1;2
;37624;2;1
;37625;1;1
;37626;1;2
;37627;2;1
;37628;2;2
;37629;2;1
;37630;2;2
;37631;1;2
;37632;1;1
;37633;1;1
;37634;1;1
;37635;1;1
;37636;1;1
;37637;1;1
;37638;1;2
;37639;2;1
;37640;1;2
;37641;1;1
;37642;1;1
;37643;2;1
;37644;1;2
;37645;1;1
;37646;1;1
;37647;1;2
;37648;1;1
;37649;1;2
;37650;1;1
;37651;1;1
;37652;1;1
;37653;2;1
;37654;1;2
;37655;1;2
;37656;1;1
;37657;2;2
;37658;2;1
;37659;2;2
;37660;1;2
;37661;2;1
;37662;2;1
;37663;1;1
;37664;2;1
;37665;1;2
;37666;1;2
;37667;2;1
;37668;2;1
;37669;2;1
;37670;1;1
;37671;1;2
;37672;2;1
;37673;1;1
;37674;2;2
;37675;1;2
;37676;2;1
;37677;2;2
;37678;1;1
;37679;1;1
;37680;1;2
;37681;2;1
;37682;1;1
;37683;2;1
;37684;1;2
;37685;2;2
;37686;1;1
;37687;2;2
;37688;2;1
;37689;1;2
;37690;1;2
;37691;1;2
;37692;1;2
;37693;1;2
;37694;1;1
;37695;1;1
;37696;1;2
;37697;1;2
;37698;1;1
;37699;1;1
;37700;1;1
;37701;1;2
;37702;1;1
;37703;1;1
;37704;2;1
;37705;1;1
;37706;2;2
;37707;1;2
;37708;1;1
;37709;1;2
;37710;2;2
;37711;1;1
;37712;1;2
;37713;2;1
;37714;2;1
;37715;1;2
;37716;2;2
;37717;1;1
;37718;3;2
;37719;1;2
;37720;1;2
;37721;1;2
;37722;1;1
;37723;2;1
;37724;2;2
;37725;1;2
;37726;1;1
;37727;1;1
;37728;2;3
;37729;2;2
;37730;1;2
;37731;1;1
;37732;2;1
;37733;1;2
;37734;1;2
;37735;1;2
;37736;1;2
;37737;1;1
;37738;1;2
;37739;1;1
;37740;1;2
;37741;2;2
;37742;2;2
;37743;1;1
;37744;2;1
;37745;2;1
;37746;1;2
;37747;1;1
;37748;2;2
;37749;2;1
;37750;1;2
;37751;1;1
;37752;1;2
;37753;2;2
;37754;1;1
;37755;1;1
;37756;1;1
;37757;1;1
;37758;1;2
;37759;2;1
;37760;1;2
;37761;1;1
;37762;1;1
;37763;1;1
;37764;2;1
;37765;1;1
;37766;1;2
;37767;2;1
;37768;1;1
;37769;2;2
;37770;1;1
;37771;1;1
;37772;1;2
;37773;1;1
;37774;2;1
;37775;1;2
;37776;1;1
;37777;1;2
;37778;1;1
;37779;2;1
;37780;1;2
;37781;1;1
;37782;2;1
;37783;1;2
;37784;1;1
;37785;2;63
;37786;2;2
;37787;1;2
;37788;1;1
;37789;2;2
;37790;1;1
;37791;1;2
;37792;1;1
;37793;2;2
;37794;1;1
;37795;1;1
;37796;1;1
;37797;1;1
;37798;2;2
;37799;1;2
;37800;1;1
;37801;2;1
;37802;1;1
;37803;1;2
;37804;1;2
;37805;2;1
;37806;1;1
;37807;1;2
;37808;2;2
;37809;2;1
;37810;1;2
;37811;1;2
;37812;1;2
;37813;1;2
;37814;1;1
;37815;1;1
;37816;16;1
;37817;1;1
;37818;1;1
;37819;1;1
;37820;2;1
;37821;1;1
;37822;1;1
;37823;1;1
;37824;1;1
;37825;1;1
;37826;2;1
;37827;1;2
;37828;1;1
;37829;1;1
;37830;1;2
;37831;1;1
;37832;1;2
;37833;1;2
;37834;1;1
;37835;1;1
;37836;2;1
;37837;1;1
;37838;2;2
;37839;1;2
;37840;1;2
;37841;1;2
;37842;2;3
;37843;1;2
;37844;2;1
;37845;1;2
;37846;1;2
;37847;2;1
;37848;2;2
;37849;1;1
;37850;1;2
;37851;2;2
;37852;1;2
;37853;1;1
;37854;1;1
;37855;2;1
;37856;1;2
;37857;1;1
;37858;1;2
;37859;2;1
;37860;1;1
;37861;1;1
;37862;1;2
;37863;1;1
;37864;1;1
;37865;1;1
;37866;1;2
;37867;2;1
;37868;1;2
;37869;1;1
;37870;1;2
;37871;1;2
;37872;1;1
;37873;1;1
;37874;1;40
;37875;1;2
;37876;1;1
;37877;2;1
;37878;1;1
;37879;2;2
;37880;1;1
;37881;1;1
;37882;1;1
;37883;1;2
;37884;1;1
;37885;1;1
;37886;1;1
;37887;1;1
;37888;1;2
;37889;2;2
;37890;1;1
;37891;1;2
;37892;1;1
;37893;2;1
;37894;1;2
;37895;1;1
;37896;1;2
;37897;2;1
;37898;2;2
;37899;2;1
;37900;2;1
;37901;2;1
;37902;1;1
;37903;1;1
;37904;2;2
;37905;1;2
;37906;1;2
;37907;1;2
;37908;1;1
;37909;1;2
;37910;2;2
;37911;1;1
;37912;2;2
;37913;1;1
;37914;1;1
;37915;2;2
;37916;1;1
;37917;1;1
;37918;2;2
;37919;1;2
;37920;2;2
;37921;2;2
;37922;2;2
;37923;2;3
;37924;1;2
;37925;1;1
;37926;2;2
;37927;2;2
;37928;1;1
;37929;2;2
;37930;2;1
;37931;1;1
;37932;1;1
;37933;1;1
;37934;1;1
;37935;1;1
;37936;1;2
;37937;1;1
;37938;1;1
;37939;2;1
;37940;1;1
;37941;2;1
;37942;1;2
;37943;1;1
;37944;1;2
;37945;1;1
;37946;1;1
;37947;1;1
;37948;1;2
;37949;1;1
;37950;1;1
;37951;1;1
;37952;1;1
;37953;2;1
;37954;1;1
;37955;1;1
;37956;1;1
;37957;1;1
;37958;1;1
;37959;1;1
;37960;1;2
;37961;1;1
;37962;1;1
;37963;2;2
;37964;1;1
;37965;1;1
;37966;1;1
;37967;1;1
;37968;2;1
;37969;2;1
;37970;1;1
;37971;1;1
;37972;2;10
;37973;2;2
;37974;1;2
;37975;1;1
;37976;1;1
;37977;1;1
;37978;1;1
;37979;1;1
;37980;1;1
;37981;1;1
;37982;1;1
;37983;1;1
;37984;2;1
;37985;1;1
;37986;1;1
;37987;1;1
;37988;1;2
;37989;1;1
;37990;1;1
;37991;1;2
;37992;2;2
;37993;2;1
;37994;2;2
;37995;1;1
;37996;1;1
;37997;1;1
;37998;1;2
;37999;1;1
;38000;2;1
;38001;1;1
;38002;1;2
;38003;2;2
;38004;1;2
;38005;2;2
;38006;2;1
;38007;1;1
;38008;1;1
;38009;2;2
;38010;1;1
;38011;1;1
;38012;1;1
;38013;1;2
;38014;1;2
;38015;1;1
;38016;2;2
;38017;1;2
;38018;1;2
;38019;1;1
;38020;1;1
;38021;1;1
;38022;1;1
;38023;2;2
;38024;1;1
;38025;2;2
;38026;2;2
;38027;2;1
;38028;1;1
;38029;1;1
;38030;1;1
;38031;1;2
;38032;2;2
;38033;2;2
;38034;1;2
;38035;1;1
;38036;2;1
;38037;2;1
;38038;1;2
;38039;1;1
;38040;1;1
;38041;2;2
;38042;1;2
;38043;1;2
;38044;1;2
;38045;1;1
;38046;2;2
;38047;1;2
;38048;1;2
;38049;2;2
;38050;2;1
;38051;1;2
;38052;2;2
;38053;1;2
;38054;1;1
;38055;2;2
;38056;2;1
;38057;2;2
;38058;1;1
;38059;2;1
;38060;2;1
;38061;1;1
;38062;2;2
;38063;1;2
;38064;1;1
;38065;2;2
;38066;1;1
;38067;2;1
;38068;2;1
;38069;1;1
;38070;2;1
;38071;1;1
;38072;1;2
;38073;1;2
;38074;1;1
;38075;1;1
;38076;1;1
;38077;2;1
;38078;1;1
;38079;1;1
;38080;1;2
;38081;2;1
;38082;1;1
;38083;1;1
;38084;1;1
;38085;1;1
;38086;1;2
;38087;2;1
;38088;1;1
;38089;1;1
;38090;2;2
;38091;1;1
;38092;1;2
;38093;1;1
;38094;2;2
;38095;1;2
;38096;1;1
;38097;1;2
;38098;2;1
;38099;1;1
;38100;1;1
;38101;1;1
;38102;2;1
;38103;1;1
;38104;1;1
;38105;2;1
;38106;1;1
;38107;2;1
;38108;2;2
;38109;1;1
;38110;1;1
;38111;1;1
;38112;1;2
;38113;2;2
;38114;1;1
;38115;1;2
;38116;2;2
;38117;1;2
;38118;1;2
;38119;2;1
;38120;1;2
;38121;1;2
;38122;1;2
;38123;1;1
;38124;1;2
;38125;1;1
;38126;1;1
;38127;2;2
;38128;2;3
;38129;4;2
;38130;1;1
;38131;1;19
;38132;1;2
;38133;1;1
;38134;1;1
;38135;1;1
;38136;1;1
;38137;2;1
;38138;1;2
;38139;1;1
;38140;2;2
;38141;1;1
;38142;2;2
;38143;1;1
;38144;1;2
;38145;2;2
;38146;1;1
;38147;1;1
;38148;1;1
;38149;2;2
;38150;2;1
;38151;2;1
;38152;1;1
;38153;1;1
;38154;2;1
;38155;1;2
;38156;1;1
;38157;1;1
;38158;2;1
;38159;1;1
;38160;2;1
;38161;1;1
;38162;2;2
;38163;1;1
;38164;1;2
;38165;2;1
;38166;1;2
;38167;1;1
;38168;1;2
;38169;1;2
;38170;1;1
;38171;1;2
;38172;1;1
;38173;1;2
;38174;1;2
;38175;1;1
;38176;1;1
;38177;1;2
;38178;2;2
;38179;1;1
;38180;1;1
;38181;1;1
;38182;1;1
;38183;1;2
;38184;1;1
;38185;1;1
;38186;1;1
;38187;1;1
;38188;1;2
;38189;1;2
;38190;2;1
;38191;1;2
;38192;2;1
;38193;1;2
;38194;1;1
;38195;1;1
;38196;4;2
;38197;2;2
;38198;2;2
;38199;1;2
;38200;2;2
;38201;1;1
;38202;2;2
;38203;1;1
;38204;1;2
;38205;2;1
;38206;1;1
;38207;1;2
;38208;1;1
;38209;1;1
;38210;2;1
;38211;1;2
;38212;1;1
;38213;1;1
;38214;1;2
;38215;1;2
;38216;2;2
;38217;1;1
;38218;1;1
;38219;1;1
;38220;1;2
;38221;1;1
;38222;2;1
;38223;1;2
;38224;2;1
;38225;1;1
;38226;2;2
;38227;1;1
;38228;1;1
;38229;2;1
;38230;2;1
;38231;2;1
;38232;1;2
;38233;1;1
;38234;1;1
;38235;2;1
;38236;2;20
;38237;2;1
;38238;2;1
;38239;1;2
;38240;1;2
;38241;2;1
;38242;1;3
;38243;2;1
;38244;2;3
;38245;2;2
;38246;2;2
;38247;1;1
;38248;1;2
;38249;1;2
;38250;1;1
;38251;2;1
;38252;2;1
;38253;1;1
;38254;2;1
;38255;1;2
;38256;1;1
;38257;2;1
;38258;1;1
;38259;1;2
;38260;1;2
;38261;1;1
;38262;2;1
;38263;1;1
;38264;2;1
;38265;2;1
;38266;1;1
;38267;2;1
;38268;3;2
;38269;1;2
;38270;2;1
;38271;2;1
;38272;2;1
;38273;1;2
;38274;2;2
;38275;2;4
;38276;2;1
;38277;1;1
;38278;1;1
;38279;2;1
;38280;1;1
;38281;1;2
;38282;1;2
;38283;1;1
;38284;2;1
;38285;2;2
;38286;1;1
;38287;2;1
;38288;1;1
;38289;1;1
;38290;2;1
;38291;2;2
;38292;1;1
;38293;1;2
;38294;2;2
;38295;1;1
;38296;1;2
;38297;1;2
;38298;1;2
;38299;1;2
;38300;1;1
;38301;2;1
;38302;1;1
;38303;1;2
;38304;2;1
;38305;1;1
;38306;1;1
;38307;1;2
;38308;2;2
;38309;1;2
;38310;1;1
;38311;1;1
;38312;1;2
;38313;1;2
;38314;1;1
;38315;1;1
;38316;1;1
;38317;1;1
;38318;2;1
;38319;2;1
;38320;1;1
;38321;1;1
;38322;2;1
;38323;2;1
;38324;2;2
;38325;1;1
;38326;1;1
;38327;2;2
;38328;2;2
;38329;2;2
;38330;1;2
;38331;1;1
;38332;1;1
;38333;1;2
;38334;1;2
;38335;1;2
;38336;1;2
;38337;1;1
;38338;1;2
;38339;2;2
;38340;1;1
;38341;2;1
;38342;2;2
;38343;2;1
;38344;1;1
;38345;1;1
;38346;1;2
;38347;1;1
;38348;1;2
;38349;1;2
;38350;1;1
;38351;1;1
;38352;1;1
;38353;1;2
;38354;1;1
;38355;1;1
;38356;1;1
;38357;1;2
;38358;19;1
;38359;2;1
;38360;2;1
;38361;1;1
;38362;1;1
;38363;1;1
;38364;1;1
;38365;1;1
;38366;1;1
;38367;2;2
;38368;1;1
;38369;1;1
;38370;1;2
;38371;2;1
;38372;2;3
;38373;1;1
;38374;1;1
;38375;1;2
;38376;2;1
;38377;1;1
;38378;1;2
;38379;1;1
;38380;1;1
;38381;1;2
;38382;2;2
;38383;1;1
;38384;1;2
;38385;2;2
;38386;1;2
;38387;1;1
;38388;2;2
;38389;1;2
;38390;1;1
;38391;2;2
;38392;20;2
;38393;1;2
;38394;1;1
;38395;1;1
;38396;1;2
;38397;1;1
;38398;2;2
;38399;2;1
;38400;1;2
;38401;2;2
;38402;1;2
;38403;2;2
;38404;1;1
;38405;1;1
;38406;1;2
;38407;1;1
;38408;1;1
;38409;1;2
;38410;1;1
;38411;1;1
;38412;1;2
;38413;1;1
;38414;1;1
;38415;1;2
;38416;1;2
;38417;1;2
;38418;1;1
;38419;2;1
;38420;1;2
;38421;2;1
;38422;1;1
;38423;1;2
;38424;1;1
;38425;1;2
;38426;1;2
;38427;1;1
;38428;2;2
;38429;1;2
;38430;2;1
;38431;2;1
;38432;1;2
;38433;1;1
;38434;2;1
;38435;1;1
;38436;1;2
;38437;2;1
;38438;1;2
;38439;1;1
;38440;1;2
;38441;1;2
;38442;2;1
;38443;1;2
;38444;1;1
;38445;2;1
;38446;2;2
;38447;2;1
;38448;1;2
;38449;1;1
;38450;2;2
;38451;1;1
;38452;2;2
;38453;2;1
;38454;1;1
;38455;1;1
;38456;1;1
;38457;1;2
;38458;1;1
;38459;2;1
;38460;2;1
;38461;1;1
;38462;1;2
;38463;2;1
;38464;2;1
;38465;1;1
;38466;1;2
;38467;1;1
;38468;1;2
;38469;1;1
;38470;2;2
;38471;1;1
;38472;1;2
;38473;1;1
;38474;1;2
;38475;2;1
;38476;1;1
;38477;1;2
;38478;1;2
;38479;1;1
;38480;1;1
;38481;1;1
;38482;2;1
;38483;1;1
;38484;1;1
;38485;1;1
;38486;2;2
;38487;1;2
;38488;1;1
;38489;1;2
;38490;1;2
;38491;1;3
;38492;2;2
;38493;1;2
;38494;1;2
;38495;2;1
;38496;1;1
;38497;1;1
;38498;1;1
;38499;2;1
;38500;1;2
;38501;4;2
;38502;2;1
;38503;1;2
;38504;1;2
;38505;2;1
;38506;1;2
;38507;1;2
;38508;4;3
;38509;2;1
;38510;1;1
;38511;1;1
;38512;1;1
;38513;2;2
;38514;1;19
;38515;1;1
;38516;1;2
;38517;1;2
;38518;1;1
;38519;1;1
;38520;1;1
;38521;1;1
;38522;1;1
;38523;1;1
;38524;1;1
;38525;1;1
;38526;1;1
;38527;1;1
;38528;1;1
;38529;1;1
;38530;1;1
;38531;1;17
;38532;2;2
;38533;1;2
;38534;2;1
;38535;1;2
;38536;1;2
;38537;2;2
;38538;2;2
;38539;2;2
;38540;1;2
;38541;1;1
;38542;1;1
;38543;2;2
;38544;2;3
;38545;2;2
;38546;1;2
;38547;2;2
;38548;2;2
;38549;1;1
;38550;1;2
;38551;2;1
;38552;1;1
;38553;2;1
;38554;1;1
;38555;1;2
;38556;1;2
;38557;1;2
;38558;1;1
;38559;1;2
;38560;1;1
;38561;1;1
;38562;1;2
;38563;1;1
;38564;1;2
;38565;1;2
;38566;2;1
